00케이씨티          089150       2156 042015410   
00용현BM            089230       2068 024008400   
00아이테스트        089530       2159 043015300   
00나스미디어        089600       2099 033012 00   
00제이티            089790       2159 043015410   
00유비벨록스        089850       2155 042015310   
00고려반도체        089890       2159 043015410   
00상아프론테크      089980       2065 024008400   
00잘만테크          090120       2160 043015400   
00광진윈텍          090150       2075 024008410   
00로보스타          090360       2070 024008410   
00비에이치          090460       2160 043015300   
00AST젯텍           090470       2159 043015410   
00동부로봇          090710       2070 024008400   
00SIMPAC METALLOY   090730       2068 024008300   
00연이정보통신      090740       2160 043015400   
00이엠텍            091120       2160 043015300   
00S&K폴리텍         091340       2160 043015410   
00텔레필드          091440       2157 043015410   
00상신이디피        091580       2160 043015410   
00남화토건          091590       2081 026010400   
00디지텍시스템      091690       2160 043015300   
00파트론            091700       2160 043015202   
00나노캠텍          091970       2065 024008400   
00아미코젠          092040       2056 024008 00   
00디엔에프          092070       2065 024008310   
00이크레더블        092130       2110 038012300   
00현우산업          092300       2160 043015400   
00한라IMS           092460       2075 024008410   
00넥스트칩          092600       2159 043015310   
00네오팜            092730       2065 024008410   
00빅솔론            093190       2158 043015300   
00케이아이엔엑스    093320       2153 042015410   
00풍강              093380       2068 024008400   
00매커스            093520       2084 027009400   
00다믈멀티미디어    093640       2159 043015410   
00서원인텍          093920       2160 043015300   
00이엘케이          094190       2160 043015200   
00갤럭시아컴즈      094480       2155 042015300   
00일진에너지        094820       2070 024008300   
00슈프리마          094840       2156 042015210   
00참좋은레져        094850       2084 027009300   
00코닉글로리        094860       2156 042015410   
00푸른기술          094940       2158 043015400   
00제이엠티          094970       2160 043015410   
00이엠코리아        095190       2070 024008310   
00웨이브일렉트로    095270       2160 043015310   
00엔에스브이        095300       2070 024008400   
00ISC               095340       2159 043015310   
00미래나노텍        095500       2160 043015200   
00테스              095610       2159 043015410   
00네오위즈게임즈    095660       2154 042015202   
00제넥신            095700       2098 033012300   
00에스에너지        095910       2160 043015300   
00이트론            096040       2155 042015410   
00청담러닝          096240       2102 035012300   
00대창솔루션        096350       2068 024008400   
00씨젠              096530       2066 024008212   
00알에프세미        096610       2159 043015310   
00에스코넥          096630       2160 043015310   
00멜파스            096640       2160 043015202   
00세우테크          096690       2158 043015410   
00엘디티            096870       2159 043015400   
00엠씨넥스          097520       2160 043015400   
00에스맥            097780       2160 043015200   
00윈팩              097800       2159 043015 00   
00효성오앤비        097870       2065 024008400   
00마이크로컨텍솔    098120       2159 043015400   
00고영              098460       2070 024008200   
00에스티오          098660       2058 024008400   
00아이센스          099190       2074 024008 10   
00SDN               099220       2084 027009400   
00쎄트렉아이        099320       2157 043015310   
00동방선기          099410       2075 024008400   
00SMEC              099440       2070 024008410   
00ITX시큐리티       099520       2157 043015410   
00한솔신텍          099660       2068 024008300   
00씨그널정보통신    099830       2156 042015400   
00모바일리더        100030       2155 042015400   
00삼강엠앤티        100090       2068 024008400   
00뷰웍스            100120       2074 024008310   
00동국S&C           100130       2068 024008300   
00서암기계공업      100660       2070 024008400   
00세운메디칼        100700       2066 024008300   
00디엠씨            101000       2070 024008400   
00월덱스            101160       2159 043015410   
00우림기계          101170       2070 024008300   
00씨큐브            101240       2065 024008410   
00모베이스          101330       2160 043015300   
00아이엠            101390       2084 027009300   
00네오피델리티      101400       2159 043015410   
00에스앤에스텍      101490       2159 043015410   
00코리아에스이      101670       2068 024008410   
00한국정밀기계      101680       2070 024008300   
00조이맥스          101730       2154 042015300   
00인화정공          101930       2075 024008400   
00우양에이치씨      101970       2068 024008300   
00어보브반도체      102120       2159 043015410   
00해덕파워웨이      102210       2075 024008400   
00이엔에프테크놀로지102710       2065 024008300   
00코오롱생명과학    102940       2066 024008200   
00에스앤더블류      103230       2070 024008400   
00대성파인텍        104040       2075 024008410   
00네오위즈인터넷    104200       2154 042015300   
00동양피엔에프      104460       2070 024008410   
00티케이케미칼      104480       2065 024008300   
00코렌텍            104540       2074 024008 00   
00원익머트리얼즈    104830       2159 043015300   
00케이엔더블유      105330       2160 043015410   
00디케이락          105740       2070 024008300   
00하이소닉          106080       2160 043015410   
00하이텍팜          106190       2066 024008300   
00파인테크닉스      106240       2160 043015310   
00디지탈옵틱        106520       2074 024008310   
00톱텍              108230       2070 024008200   
00실리콘웍스        108320       2159 043015200   
00대양전기공업      108380       2075 024008300   
00디오텍            108860       2155 042015410   
00옵티시스          109080       2157 043015410   
00디에스케이        109740       2070 024008400   
00진매트릭스        109820       2098 033012400   
00동일금속          109860       2068 024008300   
00이너스텍          109960       2157 043015410   
10모린스            110310       2160 043015400   
00유니드코리아      110500       2070 024008410   
00승화프리텍        111610       2082 026010400   
00처음앤씨          111820       2153 042015410   
00삼본정밀전자      111870       2072 024008300   
00위메이드          112040       2154 042015202   
00에스에프씨        112240       2065 024008400   
00디젠스            113810       2075 024008400   
00크루셜텍          114120       2160 043015300   
00웰크론강원        114190       2068 024008410   
00KPX생명과학       114450       2066 024008410   
00에스이티아이      114570       2159 043015410   
00우노앤컴퍼니      114630       2065 024008410   
00아이원스          114810       2160 043015 00   
00휴맥스            115160       2157 043015200   
00인포바인          115310       2151 041015310   
00우리넷            115440       2157 043015410   
00디지탈아리아      115450       2155 042015410   
00씨유메디칼        115480       2074 024008310   
00케이씨에스        115500       2156 042015400   
00씨엔플러스        115530       2160 043015410   
00스타플렉스        115570       2065 024008400   
00이미지스          115610       2159 043015410   
00알파칩스          117670       2159 043015400   
00포메탈            119500       2068 024008400   
00인터로조          119610       2074 024008310   
00아이텍반도체      119830       2159 043015400   
00지엔씨에너지      119850       2072 024008 10   
00다나와            119860       2153 042015410   
00대정화금          120240       2065 024008400   
00골프존            121440       2155 042015202   
00나노신소재        121600       2065 024008310   
00티브이로직        121800       2157 043015410   
00코이즈            121850       2160 043015310   
00에스디시스템      121890       2158 043015410   
00삼기오토모티브    122350       2075 024008310   
00KMH               122450       2152 041015310   
00서진오토모티브    122690       2075 024008400   
00케이티롤          122800       2068 024008400   
00와이지엔터테인먼트122870       2106 037017202   
00와이솔            122990       2159 043015300   
00엠에스오토텍      123040       2075 024008410   
00테라세미콘        123100       2159 043015300   
00사파이어테크놀로지123260       2159 043015300   
00제닉              123330       2065 024008300   
00코리아에프티      123410       2075 024008300   
00선데이토즈        123420       2154 042015400   
00이엠넷            123570       2099 033012400   
00알톤스포츠        123750       2075 024008410   
00한일진공          123840       2070 024008400   
00아나패스          123860       2159 043015300   
00코프라            126600       2065 024008400   
00화신정공          126640       2075 024008400   
00하이비젼시스템    126700       2074 024008310   
00뉴로스            126870       2070 024008410   
00제이엔케이히터    126880       2070 024008300   
00디엔에이링크      127120       2098 033012400   
00피제이메탈        128660       2068 024008400   
00금호엔티          130500       2058 024008 00   
00나이스디앤비      130580       2100 033012400   
00티피씨글로벌      130740       2075 024008400   
00CJ E&M            130960       2152 041015202   
00디에이치피코리아  131030       2066 024008400   
00시큐브            131090       2155 042015410   
00리켐              131100       2160 043015410   
00딜리              131180       2158 043015410   
00대한과학          131220       2084 027009410   
00티에스이          131290       2159 043015300   
00케이비게임앤앱스스131370       2094 031011400   
00피앤이솔루션      131390       2072 024008410   
00액트              131400       2160 043015400   
00테스나            131970       2159 043015 10   
00이퓨쳐            134060       2063 024008410   
00디엠티            134580       2157 043015 00   
00화진              134780       2075 024008410   
00하림              136480       2056 024008300   
00쎄미시스코        136510       2070 024008410   
00윈스테크넷        136540       2155 042015300   
00피엔티            137400       2070 024008410   
00넥스트아이        137940       2074 024008410   
00제이씨케미칼      137950       2065 024008400   
00신진에스엠        138070       2068 024008310   
00에이씨티          138360       2065 024008 10   
00나이벡            138610       2066 024008400   
00엘티에스          138690       2159 043015410   
00경봉              139050       2156 042015410   
00넥스트리밍        139670       2155 042015400   
00메지온            140410       2098 033012300   
00비아트론          141000       2159 043015310   
00포티스            141020       2157 043015 10   
00맥스로텍          141070       2070 024008410   
00레고켐바이오      141080       2066 024008 00   
00아이디스          143160       2157 043015300   
00사람인에이치알    143240       2153 042015310   
00제룡산업          147830       2068 024008400   
00모다정보통신      149940       2157 043015410   
00아바텍            149950       2160 043015300   
00인트로메딕        150840       2074 024008 00   
00파수닷컴          150900       2155 042015 00   
00KG ETS            151860       2079 025014 00   
00나노스            151910       2160 043015300   
00네이블            153460       2155 042015310   
00우리이앤엘        153490       2159 043015 00   
00와이엠씨          155650       2160 043015300   
00지디              155960       2160 043015 10   
00세호로보트        158310       2070 024008 10   
00삼목강업          158380       2075 024008 00   
00제로투세븐        159580       2084 027009 00   
00CS엘쏠라          159910       2159 043015 10   
00미동전자통신      161570       2158 043015 10   
00내츄럴엔도텍      168330       2098 033012 10   
00현대공업          170030       2075 024008 00   
00파이오링크        170790       2157 043015 10   
00엘티씨            170920       2159 043015 10   
00램테크놀러지      171010       2159 043015 10   
00라이온켐텍        171120       2065 024008 00   
00우리스팩2호       182360       2094 031011 00   
00키움스팩2호       184230       2094 031011 00   
00차이나그레이트    900040       2000 000000 00   
00글로벌에스엠      900070       2000 000000 00   
00에스앤씨엔진그룹  900080       2000 000000 00   
00차이나하오란      900090       2000 000000 00   
00뉴프라이드        900100       2000 000000 00   
00이스트아시아홀딩스900110       2000 000000 00   
00씨케이에이치      900120       2000 000000 00   
00웨이포트          900130       2000 000000 00   
00완리              900180       2000 000000 00   
00SBI액시즈         950110       2000 000000 00   
00엑세스바이오(Reg.S950130       2000 000000 00   
